Level,Month,ProductId,Metric,Value
Product,,B004OQBC8K,NPS,85.68994889267462
Product,,B004OVWQDA,NPS,87.8968253968254
Product,,B004P4POZ8,NPS,94.30965166296494
Product,,B004P4TL8E,NPS,39.45453253183832
Product,,B004Q3LBTG,NPS,32.196289250227025
Product,,B004R8J8E0,NPS,55.22388059701492
Product,,B004SRFYMK,NPS,4.456176353696188
Product,,B004SRH2B6,NPS,2.3218414231833955
Product,,B004T3QMD8,NPS,70.0
Product,,B004TJF3BE,NPS,-73.15068493150686
Product,,B004TPKAN4,NPS,79.05236907730672
Product,,B004U43ZO0,NPS,33.33333333333333
Product,,B004U49QU2,NPS,-31.343283582089555
Product,,B004WTHCO2,NPS,23.789132413509144
Product,,B004X3VRLG,NPS,45.45454545454545
Product,,B004YV80O4,NPS,64.21052631578948
Product,,B004YV80OE,NPS,-29.853181076672104
Product,,B004ZIER34,NPS,19.35483870967742
Product,,B0051COPH6,NPS,89.49999999999999
Product,,B0058AMY10,NPS,64.1025641025641
Product,,B0058AMY5G,NPS,64.22599442614644
Product,,B0058AMY74,NPS,62.43780769682802
Product,,B0058AMYTC,NPS,69.46594294270217
Product,,B005A1LGIY,NPS,50.0
Product,,B005A1LINC,NPS,63.63636363636363
Product,,B005A1LJ04,NPS,-7.023411371237461
Product,,B005BRHVD6,NPS,87.1345029239766
Product,,B005CUU23S,NPS,-2.2874773912118296
Product,,B005CUU25G,NPS,18.64406779661017
Product,,B005DFL4PM,NPS,80.14768051406348
Product,,B005GIF5WY,NPS,86.77462887989203
Product,,B005GRCWDU,NPS,85.92905088928656
Product,,B005GTWCTM,NPS,81.35788262370541
Product,,B005GX00BK,NPS,44.124156120536725
Product,,B005GX8MMO,NPS,77.31193026610602
Product,,B005GXHKSG,NPS,87.98252002913328
Product,,B005HG9ERW,NPS,52.176349710442736
Product,,B005HG9ESG,NPS,43.32307692307692
Product,,B005HG9ET0,NPS,79.45205479452055
Product,,B005HGAV8I,NPS,12.974320954370821
Product,,B005IW4WFY,NPS,51.35135135135136
Product,,B005K4Q1RW,NPS,-48.20143884892086
Product,,B005K4Q1T0,NPS,39.47990543735225
Product,,B005K4Q1VI,NPS,29.297285924679155
Product,,B005K4Q1W2,NPS,-9.904153354632584
Product,,B005K4Q1YA,NPS,10.461886637177251
Product,,B005K4Q34S,NPS,25.290340210411262
Product,,B005K4Q37A,NPS,11.35275789392826
Product,,B005K4Q4KG,NPS,26.79085322109444
Product,,B005K4Q4LK,NPS,2.2447149701801417
Product,,B005K4Q68Q,NPS,41.302408563782336
Product,,B005P6TCGW,NPS,48.17518248175183
Product,,B005PANYEY,NPS,22.147651006711413
Product,,B005SPQENY,NPS,37.93103448275862
Product,,B005V9UG18,NPS,74.10932825673103
Product,,B005VOOKS8,NPS,38.173018753781015
Product,,B005VOOL00,NPS,43.838604143947656
Product,,B005VOOLXM,NPS,20.04568817818389
Product,,B005VOOM2W,NPS,44.93106244931062
Product,,B005VOOM4A,NPS,38.106829184112776
Product,,B005VOOM5E,NPS,37.589158345221115
Product,,B005VOONGM,NPS,46.35897435897436
Product,,B005VOONI0,NPS,36.47540983606557
Product,,B005VOONKI,NPS,37.410071942446045
Product,,B005VOONLW,NPS,11.890751637615184
Product,,B005VOONM6,NPS,30.01765744555621
Product,,B005ZBZLPI,NPS,63.26530612244897
Product,,B005ZBZLSU,NPS,76.84646330508144
Product,,B005ZBZLT4,NPS,74.67187817162872
Product,,B005ZBZM52,NPS,76.17021276595743
Product,,B0061IUIDY,NPS,50.74626865671642
Product,,B0062A87HA,NPS,68.38458207016025
Product,,B006GA666U,NPS,92.59079903147699
Product,,B006HYLW32,NPS,86.3830913824295
Product,,B006J4MAIQ,NPS,89.8576512455516
Product,,B006J4MAUE,NPS,91.70506912442397
Product,,B006MONQMC,NPS,12.71970397779834
Product,,B006N3HYYS,NPS,81.1377245508982
Product,,B006N3HZ6K,NPS,64.13102119460503
Product,,B006N3I0DM,NPS,76.70547968188987
Product,,B006N3I0N2,NPS,62.94200848656294
Product,,B006N3I1HM,NPS,65.38461538461539
Product,,B006N3I29E,NPS,52.11267605633804
Product,,B006N3I3I4,NPS,76.08695652173914
Product,,B006N3I69A,NPS,-97.62845849802372
Product,,B006N3IE6A,NPS,69.42218139195995
Product,,B006N3IG4K,NPS,47.72648927797905
Product,,B006Q820X0,NPS,2.0395861166848253
Product,,B006WYSFZK,NPS,74.85714285714286
Product,,B0075JTH7Q,NPS,52.36864157469646
Product,,B0076MLL12,NPS,27.764803752555828
Product,,B0078Y6CN0,NPS,74.21875
Product,,B0078Y6OX8,NPS,49.36708860759494
Product,,B007I7YZJK,NPS,-2.71092378510003
Product,,B007I7Z3Z0,NPS,-5.516723990674271
Product,,B007JFMH8M,NPS,50.000000000000014
Product,,B007JFXWRC,NPS,0.0
Product,,B007M832YY,NPS,72.08238466461721
Product,,B007M83302,NPS,56.981797825238765
Product,,B007OXJK3Y,NPS,8.668716650085923
Product,,B007PA30TG,NPS,41.17647058823529
Product,,B007PA30ZU,NPS,87.1566179093828
Product,,B007PA32L2,NPS,60.0
Product,,B007PA33KM,NPS,62.58545680546923
Product,,B007PA33NY,NPS,90.95477386934672
Product,,B007PE7ANY,NPS,80.85106382978722
Product,,B007R900WA,NPS,100.0
Product,,B007RLRCLK,NPS,88.30761007549943
Product,,B007RTR9DS,NPS,-12.361983113227968
Product,,B007RTR9FQ,NPS,52.94117647058824
Product,,B007RTR9G0,NPS,-18.5491671144546
Product,,B007TGDXMK,NPS,76.11370386084005
Product,,B007TGDXMU,NPS,100.0
Product,,B007TGDXNO,NPS,85.05564074085471
Product,,B007TJGY46,NPS,55.58227413260048
Product,,B007TJGY4Q,NPS,65.60509554140127
Product,,B007TJGZ0Y,NPS,10.81081081081081
Product,,B007TJGZ18,NPS,83.72093023255815
Product,,B007TJGZ4A,NPS,64.04494382022472
Product,,B007TJGZ54,NPS,42.43902439024391
Product,,B007Y59HVM,NPS,73.06660347024597
Product,,B00817GPWQ,NPS,47.692307692307686
Product,,B0081XIAOQ,NPS,41.847489150650965
Product,,B0081XIASW,NPS,35.714285714285715
Product,,B0081XIAUK,NPS,42.190305206463194
Product,,B0081XPTBS,NPS,52.46108540176693
Product,,B0083QJU72,NPS,90.56261343012704
Product,,B0083T5TAQ,NPS,6.24071962517399
Product,,B0083T6HC0,NPS,-2.3664379738682
Product,,B008BY7NSE,NPS,98.2905982905983
Product,,B008BY7O9W,NPS,59.14538283487435
Product,,B008CTBK7S,NPS,92.07683073229293
Product,,B008FHUDW0,NPS,68.0672268907563
Product,,B008FHUFAU,NPS,96.56371446103499
Product,,B008FHUGNQ,NPS,61.34913400182316
Product,,B008FHUKE6,NPS,48.5996705107084
Product,,B008GRIB0A,NPS,30.841121495327105
Product,,B008GRONV6,NPS,47.19626168224299
Product,,B008I1XPKA,NPS,-21.694915254237284
Product,,B008J1HO4C,NPS,89.04046988615745
Product,,B008JKSJJ2,NPS,69.03552622717586
Product,,B008JKTH2A,NPS,61.377473363774726
Product,,B008JKTTUA,NPS,70.65902218669898
Product,,B008JKU2CO,NPS,67.66047647573845
Product,,B008O3G25W,NPS,54.495567750105536
Product,,B008O3G2GG,NPS,29.449838187702266
Product,,B008O3G2K2,NPS,42.10526315789473
Product,,B008RWUHA6,NPS,59.485224022878924
Product,,B008RWUKXK,NPS,57.03869882220975
Product,,B008YA1NWC,NPS,-4.347826086956523
Product,,B008ZRKZSM,NPS,86.32937644127342
Product,,B0090X8IPM,NPS,52.84590467376214
Product,,B00954NY46,NPS,91.66666666666666
Product,,B00954NYVY,NPS,100.0
Product,,B0098WV8F2,NPS,84.42097974727366
Product,,B009E7YC54,NPS,85.9537110933759
Product,,B009RB4GO4,NPS,-70.7865168539326
Product,,7310172001,CSAT,4.595238095238095
Product,,B00004CI84,CSAT,4.382352941176471
Product,,B00004CXX9,CSAT,4.594594594594595
Product,,B00004RAMY,CSAT,3.8823529411764706
Product,,B00004RYGX,CSAT,4.325581395348837
Product,,B000084E6V,CSAT,4.025
Product,,B000084ETV,CSAT,3.6666666666666665
Product,,B000084EZ4,CSAT,4.228571428571429
Product,,B00008CQVA,CSAT,4.181818181818182
Product,,B00014DXCC,CSAT,4.516129032258065
Product,,B00014JYNO,CSAT,4.833333333333333
Product,,B0001ES9F8,CSAT,4.417721518987341
Product,,B0001ES9FI,CSAT,4.456521739130435
Product,,B00020HHAO,CSAT,4.555555555555555
Product,,B00020HHE0,CSAT,4.2368421052631575
Product,,B00020HHGS,CSAT,4.166666666666667
Product,,B00020HHHC,CSAT,4.28125
Product,,B00020HHK4,CSAT,4.125
Product,,B00020HHM2,CSAT,3.8055555555555554
Product,,B00020HHRW,CSAT,4.4222222222222225
Product,,B000255OIG,CSAT,4.7272727272727275
Product,,B0002ARQYQ,CSAT,3.8
Product,,B0002DGRPC,CSAT,4.675
Product,,B0002DGRQ6,CSAT,4.717948717948718
Product,,B0002DGRRA,CSAT,4.586956521739131
Product,,B0002DGRSY,CSAT,4.628571428571429
Product,,B0002DGRZC,CSAT,4.636363636363637
Product,,B0006I5M2M,CSAT,4.2
Product,,B0006MWNP2,CSAT,4.387096774193548
Product,,B00073IVAQ,CSAT,4.046511627906977
Product,,B00073JVFU,CSAT,3.7567567567567566
Product,,B0007A0AQM,CSAT,4.458823529411765
Product,,B0007A0AQW,CSAT,4.563218390804598
Product,,B0007NOWMM,CSAT,3.96875
Product,,B0008IT4OM,CSAT,3.888888888888889
Product,,B0009ETA6W,CSAT,3.967741935483871
Product,,B0009ETA76,CSAT,4.0
Product,,B0009F3POY,CSAT,4.22
Product,,B0009XQWDM,CSAT,3.764705882352941
Product,,B0009YJ4CW,CSAT,3.4603174603174605
Product,,B000BRR8VQ,CSAT,4.405405405405405
Product,,B000CNB4LE,CSAT,3.809090909090909
Product,,B000CPZSC8,CSAT,4.818181818181818
Product,,B000CQBZOW,CSAT,4.545454545454546
Product,,B000CQBZPG,CSAT,4.24
Product,,B000CQC050,CSAT,4.644444444444445
Product,,B000CQC05K,CSAT,4.6875
Product,,B000CQC05U,CSAT,4.125
Product,,B000CQC064,CSAT,4.421052631578948
Product,,B000CQC08C,CSAT,4.685185185185185
Product,,B000CQE3HS,CSAT,4.1521739130434785
Product,,B000CQE3IC,CSAT,3.878787878787879
Product,,B000CQE3NM,CSAT,4.560975609756097
Product,,B000CQG87Q,CSAT,4.766666666666667
Product,,B000CQG89Y,CSAT,4.7105263157894735
Product,,B000CQG8AS,CSAT,4.536585365853658
Product,,B000CQG8B2,CSAT,3.9444444444444446
Product,,B000CQG8K8,CSAT,4.090909090909091
Product,,B000CQG8KS,CSAT,4.0638297872340425
Product,,B000CQID1A,CSAT,3.4878048780487805
Product,,B000CQID1K,CSAT,3.774193548387097
Product,,B000CQID6U,CSAT,4.45
Product,,B000CQIDHE,CSAT,4.390243902439025
Product,,B000CQIDHO,CSAT,4.5
Product,,B000CQIDHY,CSAT,4.244897959183674
Product,,B000DZDJ0K,CSAT,4.696969696969697
Product,,B000DZFMEQ,CSAT,4.582089552238806
Product,,B000E8WIAS,CSAT,4.111111111111111
Product,,B000EDDS6Q,CSAT,4.823529411764706
Product,,B000EMU2BG,CSAT,4.354838709677419
Product,,B000ENUC3S,CSAT,4.4941176470588236
Product,,B000EQVAFY,CSAT,3.388888888888889
Product,,B000ESLJ6C,CSAT,4.294117647058823
Product,,B000ET4SM8,CSAT,4.7317073170731705
Product,,B000EVG8FQ,CSAT,4.888888888888889
Product,,B000EVG8H4,CSAT,4.5675675675675675
Product,,B000EVG8HY,CSAT,4.805555555555555
Product,,B000EVOSE4,CSAT,4.213114754098361
Product,,B000F6SNPS,CSAT,3.566666666666667
Product,,B000FA38ZY,CSAT,4.025
Product,,B000FFIL92,CSAT,4.085106382978723
Product,,B000FFLHSY,CSAT,3.4444444444444446
Product,,B000FI2VHM,CSAT,3.135135135135135
Product,,B000FI61OQ,CSAT,2.825
Product,,B000FL08B0,CSAT,4.766666666666667
Product,,B000FMZO8G,CSAT,4.325
Product,,B000FMZO90,CSAT,4.454545454545454
Product,,B000FNB3AI,CSAT,4.09375
Product,,B000FNEX8C,CSAT,4.34375
Product,,B000FNH1C2,CSAT,4.32258064516129
Product,,B000FVBYCW,CSAT,4.243243243243243
Product,,B000FVDWU4,CSAT,4.0
Product,,B000G6MBUA,CSAT,3.739130434782609
Product,,B000G6O2QG,CSAT,4.0
Product,,B000G6RYNE,CSAT,3.6744186046511627
Product,,B000GAT6MM,CSAT,4.34375
Product,,B000GAT6NG,CSAT,4.7317073170731705
Product,,B000H0ZJHW,CSAT,4.441860465116279
Product,,B000H0ZJIG,CSAT,4.701923076923077
Product,,B000H1217M,CSAT,4.461538461538462
Product,,B000H7LVKY,CSAT,4.6
Product,,B000HDI5O8,CSAT,4.111111111111111
Product,,B000HDK0D2,CSAT,4.6415094339622645
Product,,B000HDK0DC,CSAT,4.6716417910447765
Product,,B000I1OLT2,CSAT,4.243243243243243
Product,,B000IHNCQO,CSAT,3.032258064516129
Product,,B000ILILLQ,CSAT,4.454545454545454
Product,,B000JOE224,CSAT,4.4375
Product,,B000KV61FC,CSAT,3.3773584905660377
Product,,B000KV7ZGQ,CSAT,3.2580645161290325
Product,,B000LKVD5U,CSAT,4.145833333333333
Product,,B000LKVL16,CSAT,4.242424242424242
Product,,B000LKXBL4,CSAT,4.0
Product,,B000LKXJEI,CSAT,4.066666666666666
Product,,B000LQORDE,CSAT,4.541666666666667
Product,,B000M0F58U,CSAT,3.90625
Product,,B000NBQUNW,CSAT,4.222222222222222
Product,,B000NIFO96,CSAT,4.454545454545454
Product,,B000NMJWZO,CSAT,4.850467289719626
Product,,B000OQ2DJQ,CSAT,4.62962962962963
Product,,B000OQ2DL4,CSAT,4.512820512820513
Product,,B000PDWBKO,CSAT,4.61
Product,,B000PDY3HI,CSAT,4.278260869565218
Product,,B000PDY3P0,CSAT,4.409638554216867
Product,,B000Q5X876,CSAT,4.285714285714286
Product,,B000Q5X8DK,CSAT,4.212121212121212
Product,,B000Q611U6,CSAT,4.631578947368421
Product,,B000QSON4K,CSAT,4.54
Product,,B000REI2X6,CSAT,4.153846153846154
Product,,B000RI1W8E,CSAT,4.071428571428571
Product,,B000SATIZA,CSAT,4.71875
Product,,B000SDKDM4,CSAT,3.8048780487804876
Product,,B000TQEWM2,CSAT,4.215686274509804
Product,,B000UBD88A,CSAT,4.153846153846154
Product,,B000UUWECC,CSAT,3.8225806451612905
Product,,B000V17MLS,CSAT,4.690476190476191
Product,,B000VK08OC,CSAT,4.404255319148936
Product,,B000VK4K3W,CSAT,3.361111111111111
Product,,B000VK8AVK,CSAT,4.15625
Product,,B000WB1YSE,CSAT,4.15625
Product,,B000WFEN74,CSAT,4.090909090909091
Product,,B000WFKI82,CSAT,4.628571428571429
Product,,B000WFN0VO,CSAT,3.9285714285714284
Product,,B000WFORH0,CSAT,4.32258064516129
Product,,B000WFPJIG,CSAT,4.225806451612903
Product,,B000WFRQQ4,CSAT,4.424242424242424
Product,,B000WFUL3E,CSAT,4.333333333333333
Product,,B000WVY4PE,CSAT,4.675
Product,,B000WVYB8Y,CSAT,4.521739130434782
Product,,B000X1Q1G8,CSAT,1.5609756097560976
Product,,B000YSRK7E,CSAT,4.5675675675675675
Product,,B000YSS7EO,CSAT,3.303030303030303
Product,,B000YSTIL0,CSAT,4.5813953488372094
Product,,B001181NBA,CSAT,4.675675675675675
Product,,B00125ZCWI,CSAT,4.413043478260869
Product,,B0012BUR8Q,CSAT,4.564102564102564
Product,,B0012C7VLG,CSAT,4.393939393939394
Product,,B0012NUVN0,CSAT,3.3793103448275863
Product,,B0012V1G0Y,CSAT,3.4
Product,,B0012XBD7I,CSAT,4.0212765957446805
Product,,B00139TT72,CSAT,4.25
Product,,B00139ZPKM,CSAT,4.258064516129032
Product,,B0013A0QXC,CSAT,4.368852459016393
Product,,B0013NUGDE,CSAT,4.371900826446281
Product,,B00141OU50,CSAT,3.175
Product,,B00141OX52,CSAT,3.738095238095238
Product,,B00141UC9I,CSAT,3.358974358974359
Product,,B00141WDXG,CSAT,3.45
Product,,B00142BX68,CSAT,4.4
Product,,B0014ATRV8,CSAT,4.354838709677419
Product,,B0014AUJII,CSAT,4.195121951219512
Product,,B0014B0HWK,CSAT,4.171428571428572
Product,,B0014X5O1C,CSAT,4.033333333333333
Product,,B0015MY6PC,CSAT,4.463414634146342
Product,,B0016B7Z32,CSAT,4.027777777777778
Product,,B0016PC4TS,CSAT,3.606060606060606
Product,,B00188S3PM,CSAT,3.935483870967742
Product,,B0018KLPFK,CSAT,4.455555555555556
Product,,B0018KR8V0,CSAT,4.69620253164557
Product,,B0019QT66I,CSAT,4.311111111111111
Product,,B001AHFVHO,CSAT,4.588235294117647
Product,,B001AHJ2D8,CSAT,4.619047619047619
Product,,B001AHJ2FQ,CSAT,4.55
Product,,B001AIQP8M,CSAT,4.351351351351352
Product,,B001AJ1ULS,CSAT,3.473684210526316
Product,,B001AS1A4Q,CSAT,4.2625
Product,,B001B4VOQI,CSAT,4.617647058823529
Product,,B001BCVY4W,CSAT,4.173913043478261
Product,,B001BCVY9W,CSAT,4.42
Product,,B001BCXTGS,CSAT,4.151515151515151
Product,,B001BDDT8K,CSAT,4.340425531914893
Product,,B001BDDTB2,CSAT,4.136363636363637
Product,,B001BM3C0Q,CSAT,3.5454545454545454
Product,,B001BS4G6O,CSAT,4.672727272727273
Product,,B001CWV4RS,CSAT,4.8
Product,,B001D09KAM,CSAT,4.21505376344086
Product,,B001D0DMME,CSAT,4.328767123287672
Product,,B001D0DMMY,CSAT,4.4
Product,,B001D0GV90,CSAT,4.475
Product,,B001D0GVAO,CSAT,4.142857142857143
Product,,B001D0IZBM,CSAT,4.323529411764706
Product,,B001E0TBA0,CSAT,4.511111111111111
Product,,B001E18K8S,CSAT,4.658536585365853
Product,,B001E5E0D8,CSAT,4.487179487179487
Product,,B001E5E3JY,CSAT,4.4
Product,,B001E8DHPW,CSAT,4.833333333333333
Product,,B001ELL60W,CSAT,4.797101449275362
Product,,B001EO5Q64,CSAT,4.74
Product,,B001EO5U3I,CSAT,4.591549295774648
Product,,B001EO5Y8Y,CSAT,4.461538461538462
Product,,B001EO77FC,CSAT,4.575757575757576
Product,,B001EO77FW,CSAT,4.0625
Product,,B001EQ4OWO,CSAT,4.317073170731708
Product,,B001EQ4P2I,CSAT,4.685714285714286
Product,,B001EQ4QJK,CSAT,4.722222222222222
Product,,B001EQ4RBM,CSAT,4.409090909090909
Product,,B001EQ55RW,CSAT,3.984848484848485
Product,,B001EQ55ZO,CSAT,3.142857142857143
Product,,B001EQ5JLE,CSAT,4.7368421052631575
Product,,B001EQ5JLY,CSAT,4.806451612903226
Product,,B001EYUE5M,CSAT,4.172413793103448
Product,,B001FCFYU8,CSAT,4.365853658536586
Product,,B001FSJCPK,CSAT,4.465116279069767
Product,,B001GCTTRQ,CSAT,4.277777777777778
Product,,B001GINOQC,CSAT,4.933333333333334
Product,,B001GL6GBE,CSAT,4.575757575757576
Product,,B001HTKOWC,CSAT,4.414634146341464
Product,,B001J9QBU4,CSAT,4.4523809523809526
Product,,B001KQAR24,CSAT,4.441860465116279
Product,,B001KTA03C,CSAT,4.531914893617022
Product,,B001KVPBS4,CSAT,4.805555555555555
Product,,B001L4JH5I,CSAT,4.666666666666667
Product,,B001LG940E,CSAT,3.8142857142857145
Product,,B001LG945O,CSAT,3.365079365079365
Product,,B001LGGH40,CSAT,3.4558823529411766
Product,,B001LGGH54,CSAT,3.4878048780487805
Product,,B001LNTY70,CSAT,4.8108108108108105
Product,,B001LQCOIS,CSAT,3.575
Product,,B001M2BM4I,CSAT,4.224137931034483
Product,,B001NXHY8Y,CSAT,4.527777777777778
Product,,B001NXM3GM,CSAT,4.361111111111111
Product,,B001OCKIP0,CSAT,4.264150943396227
Product,,B001OHX1ZY,CSAT,4.114285714285714
Product,,B001P05K7M,CSAT,4.714285714285714
Product,,B001P05K8Q,CSAT,4.555555555555555
Product,,B001P3NU30,CSAT,4.181818181818182
Product,,B001P3NU3U,CSAT,3.84375
Product,,B001P3PR54,CSAT,4.64
Product,,B001P74NXM,CSAT,4.027027027027027
Product,,B001QE7J2G,CSAT,3.8333333333333335
Product,,B001RVFDOO,CSAT,4.277777777777778
Product,,B001RVFEP2,CSAT,4.439655172413793
Product,,B001RVFERK,CSAT,4.330578512396694
Product,,B001SAXPEO,CSAT,4.117647058823529
Product,,B001TLY7A8,CSAT,4.25
Product,,B001TLY7BM,CSAT,4.2745098039215685
Product,,B001TM70V0,CSAT,4.2
Product,,B001TM70XS,CSAT,4.111111111111111
Product,,B001ULOTKU,CSAT,3.5
Product,,B001VJ0B0I,CSAT,3.838709677419355
Product,,B00248EE4O,CSAT,4.674418604651163
Product,,B0026KNQSA,CSAT,4.2844827586206895
Product,,B0026KPDG8,CSAT,4.137931034482759
Product,,B0026RQTGE,CSAT,4.63265306122449
Product,,B00271OPVU,CSAT,4.5675675675675675
Product,,B0029NGY4M,CSAT,4.066666666666666
Product,,B0029NTQ1K,CSAT,4.7272727272727275
Product,,B0029XDZDK,CSAT,4.275
Product,,B0029XDZKI,CSAT,4.264150943396227
Product,,B0029XLH4Y,CSAT,4.25
Product,,B0029ZAOW8,CSAT,4.432098765432099
Product,,B002AK88SY,CSAT,2.657142857142857
Product,,B002AQ0OL2,CSAT,3.9591836734693877
Product,,B002AQ0OS0,CSAT,3.85
Product,,B002AQ0OW6,CSAT,4.055555555555555
Product,,B002D4DY8G,CSAT,4.0285714285714285
Product,,B002DHTWNO,CSAT,3.090909090909091
Product,,B002DLXXHG,CSAT,2.9583333333333335
Product,,B002GJ9JWS,CSAT,4.434210526315789
Product,,B002GJ9JY6,CSAT,4.620689655172414
Product,,B002GKEK7G,CSAT,4.5
Product,,B002HFPW6I,CSAT,3.2058823529411766
Product,,B002IEVJRY,CSAT,3.8854166666666665
Product,,B002IEZJMA,CSAT,3.542056074766355
Product,,B002LANN56,CSAT,3.8072289156626504
Product,,B002LN1ME2,CSAT,4.625
Product,,B002NHYQAS,CSAT,4.0
Product,,B002OL2MWM,CSAT,4.472222222222222
Product,,B002QGK2V8,CSAT,3.2
Product,,B002QWHJOU,CSAT,4.698412698412699
Product,,B002QWP89S,CSAT,4.538461538461538
Product,,B002QWP8H0,CSAT,4.573643410852713
Product,,B002T0NXK8,CSAT,2.7666666666666666
Product,,B002TSA91G,CSAT,3.8333333333333335
Product,,B002TSA91Q,CSAT,3.606060606060606
Product,,B002YJ0118,CSAT,4.39622641509434
Product,,B002ZX1U9A,CSAT,4.314814814814815
Product,,B00305L330,CSAT,4.3
Product,,B0030VBPN2,CSAT,4.605263157894737
Product,,B0030VBQ5Y,CSAT,4.694444444444445
Product,,B0030VBRIU,CSAT,3.3548387096774195
Product,,B0030VJ70K,CSAT,4.935483870967742
Product,,B0030VJ79Q,CSAT,4.78125
Product,,B0030VJ818,CSAT,4.117647058823529
Product,,B0030VJ8PE,CSAT,4.548387096774194
Product,,B0030VJ8YU,CSAT,3.1515151515151514
Product,,B0030VJ97Q,CSAT,3.6333333333333333
Product,,B0030VJ9K8,CSAT,3.4
Product,,B00315WGNK,CSAT,3.051282051282051
Product,,B0031U9UZC,CSAT,4.0625
Product,,B0032B0BD0,CSAT,4.032258064516129
Product,,B0032CB15Q,CSAT,4.476923076923077
Product,,B0032CJPOK,CSAT,3.898550724637681
Product,,B0033HPPIO,CSAT,3.2564102564102564
Product,,B0034EDLS2,CSAT,4.451612903225806
Product,,B0034EDM2W,CSAT,4.5
Product,,B0034EDMCW,CSAT,4.548387096774194
Product,,B0034EDMLI,CSAT,4.644736842105263
Product,,B0034EFIYC,CSAT,4.442857142857143
Product,,B00370CFR6,CSAT,4.483870967741935
Product,,B0039556K2,CSAT,3.7941176470588234
Product,,B00395570G,CSAT,3.6666666666666665
Product,,B00395DVQS,CSAT,3.8
Product,,B0039LVLS2,CSAT,3.8378378378378377
Product,,B0039ZOZ86,CSAT,4.371428571428571
Product,,B003AZ2ECY,CSAT,4.078947368421052
Product,,B003B3OOPA,CSAT,4.8
Product,,B003CIBPN8,CSAT,3.6808510638297873
Product,,B003CK0XC0,CSAT,4.512195121951219
Product,,B003CK2BQG,CSAT,4.6
Product,,B003CK7O36,CSAT,4.604166666666667
Product,,B003D4F1QS,CSAT,4.621951219512195
Product,,B003D4IYSU,CSAT,4.467532467532467
Product,,B003D4MW38,CSAT,4.47945205479452
Product,,B003D4MYLS,CSAT,4.422680412371134
Product,,B003E728CE,CSAT,4.650793650793651
Product,,B003EM7J9Q,CSAT,4.109375
Product,,B003EML8PM,CSAT,4.186440677966102
Product,,B003FDC2I2,CSAT,4.7924528301886795
Product,,B003FDG4K4,CSAT,4.8604651162790695
Product,,B003G52BN0,CSAT,4.1875
Product,,B003GTR8IO,CSAT,3.756521739130435
Product,,B003JA5KBW,CSAT,2.774193548387097
Product,,B003JA5KKS,CSAT,4.45945945945946
Product,,B003JA5KLM,CSAT,4.513513513513513
Product,,B003KRHDMI,CSAT,4.866666666666666
Product,,B003QDRJXY,CSAT,4.8979591836734695
Product,,B003QNJYXM,CSAT,4.085714285714285
Product,,B003QNLUTI,CSAT,4.103896103896104
Product,,B003SSWCJI,CSAT,4.8431372549019605
Product,,B003TC7WN4,CSAT,4.022471910112359
Product,,B003TNANSO,CSAT,4.278350515463917
Product,,B003VXFK44,CSAT,4.010204081632653
Product,,B003VXHGDM,CSAT,3.7261904761904763
Product,,B003VXHGE6,CSAT,4.043859649122807
Product,,B003VXHGPK,CSAT,4.03960396039604
Product,,B003VXL0V6,CSAT,3.7777777777777777
Product,,B003XDH6M6,CSAT,3.982456140350877
Product,,B003YBLF2E,CSAT,3.4545454545454546
Product,,B003Z6W32E,CSAT,4.707692307692308
Product,,B003Z6ZGZK,CSAT,4.587301587301587
Product,,B003Z6ZGZU,CSAT,4.035714285714286
Product,,B003ZT61E2,CSAT,3.864864864864865
Product,,B00412W76S,CSAT,4.282608695652174
Product,,B0041CIP3M,CSAT,4.114285714285714
Product,,B0041CIR62,CSAT,3.433333333333333
Product,,B0041NYV8E,CSAT,3.103896103896104
Product,,B00430B73W,CSAT,4.25
Product,,B00438XVGU,CSAT,4.6
Product,,B004391DK0,CSAT,4.446428571428571
Product,,B0043WOANY,CSAT,4.733333333333333
Product,,B0044CPA28,CSAT,3.942857142857143
Product,,B00451WLYI,CSAT,4.551282051282051
Product,,B0045XE32E,CSAT,4.387096774193548
Product,,B0045Z6K50,CSAT,4.166666666666667
Product,,B004728MI4,CSAT,4.046511627906977
Product,,B00472I5A4,CSAT,3.7708333333333335
Product,,B00474CSVE,CSAT,4.46
Product,,B004779XNW,CSAT,4.782608695652174
Product,,B0047RQ9M0,CSAT,3.9444444444444446
Product,,B0049ULB78,CSAT,4.470588235294118
Product,,B004BKLHOS,CSAT,4.196969696969697
Product,,B004CLCEDE,CSAT,3.6140350877192984
Product,,B004CYLW7A,CSAT,3.789473684210526
Product,,B004E4CCSQ,CSAT,3.6346153846153846
Product,,B004E4EBMG,CSAT,3.462962962962963
Product,,B004E4HUMY,CSAT,3.5454545454545454
Product,,B004EAGP74,CSAT,4.790123456790123
Product,,B004FEJ968,CSAT,4.393939393939394
Product,,B004FELBH8,CSAT,3.883720930232558
Product,,B004FEN3GA,CSAT,4.125
Product,,B004FEN3GK,CSAT,4.545454545454546
Product,,B004FGWU9O,CSAT,3.839080459770115
Product,,B004GW6O9E,CSAT,4.402298850574713
Product,,B004HOLD4W,CSAT,4.657894736842105
Product,,B004HOLD60,CSAT,4.439024390243903
Product,,B004HOLD92,CSAT,4.605263157894737
Product,,B004HOOZEW,CSAT,4.658536585365853
Product,,B004HOQE64,CSAT,4.542857142857143
